Time (s),Channel 1 (V),Channel 2 (V)
-0.00258027,0.003512265779675634,-2.728542624333325
-0.00257964,0.003172937659994391,-2.720897872741173
-0.00257901,0.003172937659994236,-2.720897872741169
-0.00257838,0.002494281420631132,-2.713253121149005
-0.00257775,0.001815625181268646,-2.694141242168625
-0.00257712,0.001815625181268646,-2.675029363188236
-0.00257649,0.002494281420631132,-2.652095108411779
-0.00257586,0.002833609540312839,-2.648272732615691
-0.00257523,0.002833609540312839,-2.659739860003925
-0.0025746,0.002494281420631596,-2.655917484207849
-0.00257397,0.002833609540312839,-2.655917484207847
-0.00257334,0.003172937659994236,-2.652095108411765
-0.00257271,0.003172937659994236,-2.644450356819613
-0.00257208,0.002494281420631441,-2.625338477839224
-0.00257145,0.002154953300949889,-2.598581847266671
-0.00257082,0.001815625181268646,-2.579469968286291
-0.00257019,0.001815625181268646,-2.556535713509824
-0.00256956,0.001815625181268646,-2.548890961917672
-0.00256893,0.001815625181268646,-2.533601458733357
-0.0025683,0.002154953300949889,-2.529779082937281
-0.00256767,0.001815625181268646,-2.533601458733357
-0.00256704,0.002154953300950044,-2.518311955549046
-0.00256641,0.001815625181268955,-2.510667203956887
-0.00256578,0.002494281420631441,-2.503022452364735
-0.00256515,0.002154953300950044,-2.499200076568657
-0.00256452,0.001815625181268801,-2.480088197588277
-0.00256389,0.001136968941905851,-2.460976318607879
-0.00256326,0.0004583127025432101,-2.422752560647082
-0.00256263,0.0007976408222244535,-2.380706426890245
-0.002562,0.001476297061587248,-2.350127420521622
-0.00256137,0.0007976408222246078,-2.327193165745142
-0.00256074,0.001136968941905851,-2.296614159376533
-0.00256011,0.001136968941905851,-2.2851470319883
-0.00255948,0.0007976408222246078,-2.273679904600071
-0.00255885,0.0001189845828616583,-2.254568025619677
-0.00255822,0.0004583127025430558,-2.220166643454977
-0.00255759,0.0004583127025430558,-2.193410012882432
-0.00255696,-0.0002203435368197393,-2.16283100651381
-0.00255633,0.0001189845828618126,-2.132252000145182
-0.0025557,0.0004583127025430558,-2.120784872756954
-0.00255507,0.0007976408222244535,-2.105495369572643
-0.00255444,0.0007976408222244535,-2.086383490592262
-0.00255381,0.0004583127025430558,-2.07491636320402
-0.00255318,0.0004583127025430558,-2.067271611611865
-0.00255255,0.0007976408222244535,-2.063449235815787
-0.00255192,0.001136968941905851,-2.055804484223631
-0.00255129,0.0004583127025430558,-2.04815973263147
-0.00255066,0.0004583127025430558,-2.036692605243242
-0.00255003,0.001136968941905851,-2.032870229447164
-0.0025494,0.001136968941905851,-2.025225477855012
-0.00254877,-0.0002203435368197393,-2.009935974670698
-0.00254814,-0.0002203435368197393,-1.990824095690308
-0.00254751,-0.0005596716565009826,-1.975534592506004
-0.00254688,-0.0002203435368197393,-1.937310834545219
-0.00254625,0.0001189845828611954,-1.910554203972657
-0.00254562,-0.0008989997761825344,-1.872330446011897
-0.00254499,-0.0002203435368197393,-1.841751439643274
-0.00254436,-0.0002203435368197393,-1.834106688051122
-0.00254373,-0.0005596716565011368,-1.826461936458963
-0.0025431,-0.0005596716565011368,-1.803527681682496
-0.00254247,-0.0008989997761823801,-1.776771051109963
-0.00254184,-0.001238327895863932,-1.742369668945251
-0.00254121,-0.001238327895863778,-1.707968286780544
-0.00254058,-0.0008989997761825344,-1.69267878359624
-0.00253995,-0.0008989997761825344,-1.677389280411928
-0.00253932,-0.0002203435368200478,-1.677389280411928
-0.00253869,-0.0002203435368197393,-1.673566904615851
-0.00253806,0.0001189845828616583,-1.673566904615851
-0.00253743,-0.0005596716565008283,-1.669744528819775
-0.0025368,-0.0005596716565011368,-1.662099777227617
-0.00253617,-0.0002203435368197393,-1.635343146655067
-0.00253554,-0.0002203435368197393,-1.623876019266839
-0.00253491,-0.0008989997761825344,-1.616231267674684
-0.00253428,-0.0005596716565012911,-1.608586516082528
-0.00253365,-0.0008989997761825344,-1.608586516082528
-0.00253302,-0.0008989997761825344,-1.589474637102139
-0.00253239,-0.001238327895863778,-1.562718006529606
-0.00253176,-0.00157765601554533,-1.53596137595705
-0.00253113,-0.001238327895863932,-1.513027121180574
-0.0025305,-0.001238327895863932,-1.493915242200194
-0.00252987,-0.001238327895863932,-1.474803363219805
-0.00252924,-0.001238327895864241,-1.455691484239409
-0.00252861,-0.001916984135226727,-1.440401981055104
-0.00252798,-0.00157765601554533,-1.417467726278637
-0.00252735,-0.002256312254907816,-1.394533471502181
-0.00252672,-0.002595640374589522,-1.363954465133548
-0.00252609,-0.00157765601554533,-1.341020210357081
-0.00252546,-0.001238327895863932,-1.337197834561004
-0.00252483,-0.001916984135226727,-1.333375458764926
-0.0025242,-0.002256312254908434,-1.302796452396284
-0.00252357,-0.00293496849427092,-1.260750318639448
-0.00252294,-0.002595640374589522,-1.222526560678669
-0.00252231,-0.002934968494270765,-1.199592305902213
-0.00252168,-0.003274296613952317,-1.16901329953358
-0.00252105,-0.00293496849427092,-1.13461191736888
-0.00252042,-0.003274296613952317,-1.096388159408102
-0.00251979,-0.002256312254908125,-1.069631528835557
-0.00251916,-0.001577656015545638,-1.081098656223789
-0.00251853,-0.002256312254908125,-1.077276280427713
-0.0025179,-0.002256312254908125,-1.073453904631635
-0.00251727,-0.002256312254908125,-1.065809153039483
-0.00251664,-0.00293496849427092,-1.065809153039479
-0.00251601,-0.003274296613952317,-1.039052522466935
-0.00251538,-0.002595640374589831,-1.031407770874783
-0.00251475,-0.00293496849427092,-1.019940643486546
-0.00251412,-0.003613624733632943,-0.9817168855257572
-0.00251349,-0.001916984135226727,-0.9587826307493008
-0.00251286,-0.002256312254908125,-0.9587826307493008
-0.00251223,-0.002595640374589368,-0.9511378791571486
-0.0025116,-0.002595640374589522,-0.9434931275649896
-0.00251097,-0.00293496849427092,-0.9320260001767562
-0.00251034,-0.003274296613952163,-0.9129141211963758
-0.00250971,-0.003952952853315112,-0.8899798664199003
-0.00250908,-0.003613624733633406,-0.8632232358473471
-0.00250845,-0.00293496849427092,-0.8441113568669667
-0.00250782,-0.003274296613952317,-0.8249994778865777
-0.00250719,-0.004292280972996047,-0.7982428473140453
-0.00250656,-0.003952952853315112,-0.7676638409454106
-0.00250593,-0.003952952853315112,-0.7332624587807102
-0.0025053,-0.003952952853315112,-0.7141505798003298
-0.00250467,-0.00429228097299651,-0.6797491976356209
-0.00250404,-0.003952952853314958,-0.6682820702473875
-0.00250341,-0.003613624733633715,-0.6682820702473875
-0.00250278,-0.003952952853315112,-0.6644596944513097
-0.00250215,-0.003613624733634023,-0.6568149428591523
-0.00250152,-0.00429228097299651,-0.6529925670630763
-0.00250089,-0.004631609092677908,-0.6262359364905317
-0.00250026,-0.004970937212359151,-0.5994793059179993
-0.00249963,-0.00429228097299651,-0.5765450511415202
-0.002499,-0.004970937212359151,-0.5497884205689582
-0.00249837,-0.004631609092677908,-0.5115646626081976
-0.00249774,-0.003952952853315112,-0.4962751594238863
-0.00249711,-0.004970937212359305,-0.4695185288513295
-0.00249648,-0.004970937212359305,-0.442761898278797
-0.00249585,-0.004631609092677908,-0.4198276435023302
-0.00249522,-0.004292280972996665,-0.412182891910178
-0.00249459,-0.004631609092677908,-0.4007157645219411
-0.00249396,-0.004631609092677908,-0.3854262613376247
-0.00249333,-0.004631609092677908,-0.3739591339493965
-0.0024927,-0.004970937212359305,-0.3701367581533187
-0.00249207,-0.004631609092677908,-0.3548472549689987
-0.00249144,-0.004631609092677908,-0.3357353759886184
-0.00249081,-0.005310265332040703,-0.3128011212121516
-0.00249018,-0.005310265332040703,-0.2898668664356952
-0.00248955,-0.005310265332040703,-0.2631102358631401
-0.00248892,-0.005310265332040703,-0.2478207326788289
-0.00248829,-0.004970937212359305,-0.2439983568827511
-0.00248766,-0.0056495934517221,-0.2363536052905955
-0.00248703,-0.005649593451721946,-0.2172417263101994
-0.0024864,-0.005310265332040703,-0.2019522231258952
-0.00248577,-0.005310265332040703,-0.1790179683494283
-0.00248514,-0.005310265332040703,-0.1675508409612002
-0.00248451,-0.004631609092677908,-0.1599060893690393
-0.00248388,-0.004970937212359305,-0.1637284651651171
-0.00248325,-0.004631609092677908,-0.1713732167572727
-0.00248262,-0.0056495934517221,-0.1637284651651171
-0.00248199,-0.005649593451722255,-0.1407942103886416
-0.00248136,-0.005988921571403498,-0.1216823314082613
-0.00248073,-0.0056495934517221,-0.09874807663179443
-0.0024801,-0.005310265332040857,-0.07963619765141408
-0.00247947,-0.0056495934517221,-0.05670194287493856
-0.00247884,-0.005988921571403498,-0.03759006389454952
-0.00247821,-0.006667577810765984,-0.00318868172986491
-0.00247758,-0.006328249691084895,0.01974557304661757
-0.00247695,-0.005988921571403652,0.0273903246387784
-0.00247632,-0.006328249691084895,0.03885745202700661
-0.00247569,-0.006328249691084895,0.05032457941524002
-0.00247506,-0.005649593451722409,0.06561408259954429
-0.00247443,-0.005988921571403498,0.06561408259955125
-0.0024738,-0.005988921571403498,0.06561408259955125
-0.00247317,-0.007006905930447227,0.07708120998777945
-0.00247254,-0.00700690593044769,0.1153049679485627
-0.00247191,-0.007346234050128934,0.1420615985211143
-0.00247128,-0.00700690593044769,0.1573511017054186
-0.00247065,-0.006667577810766293,0.168818229093652
-0.00247002,-0.007006905930447536,0.1802853564818802
-0.00246939,-0.006667577810766293,0.1993972354622745
-0.00246876,-0.007346234050129088,0.2299762418308969
-0.00246813,-0.007346234050129088,0.2567328724034294
-0.0024675,-0.00700690593044769,0.2758447513838306
-0.00246687,-0.007346234050129088,0.2911342545681471
-0.00246624,-0.007346234050129088,0.3026013819563753
-0.00246561,-0.008024890289491883,0.3331803883249977
-0.00246498,-0.00768556216981064,0.3675817704897066
-0.00246435,-0.008024890289491883,0.386693649470087
-0.00246372,-0.007685562169810486,0.3981607768583204
-0.00246309,-0.007346234050129243,0.4172726558387007
-0.00246246,-0.007685562169810486,0.4402069106151763
-0.00246183,-0.007685562169810332,0.4631411653916518
-0.0024612,-0.007346234050129088,0.4822530443720321
-0.00246057,-0.007346234050129088,0.4975425475563434
-0.00245994,-0.007685562169810795,0.5128320507406597
-0.00245931,-0.008364218409173282,0.5242991781288879
-0.00245868,-0.009042874648536077,0.5548781844975104
-0.00245805,-0.009382202768217319,0.5892795666621952
-0.00245742,-0.008364218409173282,0.6160361972347554
