Frequency (Hz),Trace 2 (dBV),Phase (deg)
0,-25.46796081422398,180
2.44140625,-25.77791099138918,179.9813930763824
4.8828125,-29.27496348496299,179.9607353470954
7.32421875,-39.69554258114262,179.903222666371
9.765625,-62.34879296773596,2.379704044820585
12.20703125,-78.64617156679796,124.5858905454603
14.6484375,-78.7404629014494,112.4452014472514
17.08984375,-78.88380216402325,17.82320286495897
19.53125,-79.24705128545669,34.68418780681451
21.97265625,-80.60872106166995,31.89109809116237
24.4140625,-82.05805413386629,25.30970361477356
26.85546875,-82.67142233010924,14.04964785944416
29.296875,-83.55512531262579,98.69903084798487
31.73828125,-84.28490996129739,19.44344035461361
34.1796875,-83.38541755819405,45.26907502127137
36.62109375,-82.33898496844699,4.624933736387294
39.0625,-81.32802008306388,154.8721815681427
41.50390625,-80.82587387311831,126.0472454686276
43.9453125,-81.17135642196821,113.1987182772751
46.38671875,-80.81232256604625,99.15356344695871
48.828125,-79.71275739133681,84.25584861005504
51.26953125,-78.9665380959341,64.814982747008
53.7109375,-79.13850175276765,137.1347290497563
56.15234375,-79.75654709755477,88.1439557651519
58.59375,-79.71645314653247,70.97071197936937
61.03515625,-79.68722539932769,26.75976181294241
63.4765625,-80.10671925189391,1.484347750341555
65.91796875,-81.22446595843294,173.8800532442067
68.359375,-82.21504086753258,4.024457509846938
70.80078125,-81.6106081363924,47.76146294829386
73.2421875,-80.07688091500789,80.67300427974978
75.68359375,-79.18512139639031,83.21452413901781
78.125,-78.79189301295649,35.45709151213481
80.56640625,-78.37079552335699,8.885683410762821
83.0078125,-78.90778111476013,7.699122948810059
85.44921875,-79.34617183867364,11.18756798946564
87.890625,-79.23763588505024,19.14278827849305
90.33203125,-79.24439902925069,23.31163668661273
92.7734375,-79.93941224092649,17.79468687198325
95.21484375,-80.05186718172199,14.34493394678639
97.65625,-79.91668483209985,19.18484824516604
100.09765625,-79.93607073477972,30.08416123977602
102.5390625,-79.92828823041937,42.20718540330132
104.98046875,-79.4708436057029,42.48390623404257
107.421875,-79.36503591852198,39.30575507067725
109.86328125,-79.67679287411532,41.36831487487238
112.3046875,-80.43968827703839,41.41532915753677
114.74609375,-80.77018679137369,29.76440723854855
117.1875,-80.63568481132394,20.58409704957408
119.62890625,-80.86516907737554,36.04455460820563
122.0703125,-81.10210033741239,39.60201939338511
124.51171875,-81.53009968592156,44.35232743346455
126.953125,-81.48693086234127,92.27392918622091
129.39453125,-80.8569965819536,1.579085855466979
131.8359375,-80.00034427861829,13.19030536068745
134.27734375,-80.40512925853878,27.99556709711489
136.71875,-80.03058494374548,47.16760421847773
139.16015625,-79.7094194016053,56.08245294195552
141.6015625,-81.02789373525296,75.27936092517771
144.04296875,-81.32466245864508,101.8834045899503
146.484375,-79.64413052680693,37.99155151176458
148.92578125,-78.84854680315995,30.99480271642507
151.3671875,-79.10522282051127,158.832309950671
153.80859375,-79.2560885652078,107.4395636191547
156.25,-79.13006173978962,85.24535179086755
158.69140625,-78.83309078763261,75.89398668622785
161.1328125,-78.64175804639432,79.46176986306925
163.57421875,-79.34997581659725,104.7189313806387
166.015625,-80.69831088800822,130.5195316276872
168.45703125,-81.49527355928412,136.5725159207183
170.8984375,-81.74808336291366,131.4565434099738
173.33984375,-82.17285127351458,91.01702371658862
175.78125,-81.75601948407436,41.68830108414822
178.22265625,-81.67372612338445,37.4903285866808
180.6640625,-81.79297253552775,38.48799884085807
183.10546875,-81.55812434634626,48.98601755590659
185.546875,-80.75912502165168,74.77278142105553
187.98828125,-80.35495289276838,171.1479979594236
190.4296875,-79.85464269670832,28.86856016466726
192.87109375,-80.20491372955749,27.96357269178035
195.3125,-80.15871783413716,18.53879502140125
197.75390625,-79.93722267151915,3.633748209216392
200.1953125,-80.26823029248357,174.194273969971
202.63671875,-80.08430908274642,174.0981619736217
205.078125,-79.68632837214797,169.7868378523266
207.51953125,-80.09150322481477,148.012270195649
209.9609375,-80.72797649907601,85.21728326079405
212.40234375,-79.68783163950147,73.09091487124155
214.84375,-79.33141729973198,75.8770809811909
217.28515625,-79.92176674579031,76.62646262768769
219.7265625,-80.39445531258534,62.34269804619877
222.16796875,-80.5016127511872,44.56508629040389
224.609375,-79.79533165945698,32.59252925861244
227.05078125,-79.36447472189626,28.10967434313603
229.4921875,-79.48496951654229,25.47774204981944
231.93359375,-80.22997749771626,11.06607677270442
234.375,-80.56039907050169,148.1717185639333
236.81640625,-80.77198631762771,114.2978987979968
239.2578125,-80.92655643027447,98.59056957668949
241.69921875,-81.66273640003479,85.80799037527548
244.140625,-81.34758636469925,85.02984845357257
246.58203125,-80.16865328667038,154.0434022875665
249.0234375,-79.30812754126794,0.2401769111770799
251.46484375,-78.82581107255653,14.30928691878588
253.90625,-78.51996876447443,22.95922172718314
256.34765625,-78.94970301322415,33.55759835333064
258.7890625,-80.11196756876693,61.80360433275238
261.23046875,-81.61055878197146,109.7706025007119
263.671875,-81.03381264501596,125.8474906959544
266.11328125,-78.85231220491308,125.2022170756529
268.5546875,-78.10511560532824,125.1656628507112
270.99609375,-78.526725008577,104.1166866858988
273.4375,-79.46478642295992,7.113495695836886
275.87890625,-80.45531196163105,147.2698342803672
278.3203125,-81.51158346165155,150.8393457945489
280.76171875,-81.13759358904241,148.2408051827087
283.203125,-80.21642094360131,114.1128614187077
285.64453125,-80.14579798153747,86.59167903609723
288.0859375,-80.01521805797636,60.54998513074857
290.52734375,-79.35368542121975,28.64914310929765
292.96875,-79.44536232757459,4.335882321179506
295.41015625,-79.99182660738795,174.4851950956685
297.8515625,-80.03874935876864,172.4947572937931
300.29296875,-80.87751693493173,14.77689842031765
302.734375,-81.32267048089412,76.33105654613125
305.17578125,-80.46609068453913,97.05498406957956
307.6171875,-79.98740353671863,106.7885898206788
310.05859375,-79.65326278652749,118.2415247492788
312.5,-80.06267444943974,179.9180538345923
314.94140625,-80.29656092138231,63.15678517804393
317.3828125,-79.90467603340031,73.53405929887833
319.82421875,-79.63685913797521,96.71992211031467
322.265625,-79.77768227932332,122.3453916416129
324.70703125,-80.40254379146653,120.6015639577646
327.1484375,-80.25649087103459,116.056388905097
329.58984375,-80.49002254182651,124.5816140182312
332.03125,-81.90433046872838,139.613928976706
334.47265625,-81.38152359747616,23.86270168926748
336.9140625,-80.27639677988105,59.15374912326456
339.35546875,-79.87932779618438,57.31161240492014
341.796875,-80.06097144436774,54.09669567200834
344.23828125,-80.89167253890071,17.21547354147751
346.6796875,-81.58840632685228,85.24541231563998
349.12109375,-81.63806910269062,42.76630501044978
351.5625,-81.12939274731335,39.43478327197648
354.00390625,-80.73328016806892,52.89202580296126
356.4453125,-80.38477438330173,116.0553919367291
358.88671875,-79.68224897451424,142.1832361312692
361.328125,-79.12516003444098,131.3638422867283
363.76953125,-78.58990766365442,103.2509093529997
366.2109375,-78.3990505429188,5.84254793922944
368.65234375,-78.20127051604959,137.5269874674995
371.09375,-78.37973474813786,118.0438017544848
373.53515625,-79.12206467728043,112.6596719658162
375.9765625,-80.05368996473081,108.9310257326463
378.41796875,-80.54123955683178,39.91708479162857
380.859375,-80.28573385060142,94.82615104103338
383.30078125,-80.1032346781474,83.26419504472007
385.7421875,-79.57945327180794,74.01146849406113
388.18359375,-79.21966290164404,64.50024102555251
390.625,-78.94102470253954,62.3933682603669
393.06640625,-79.08615063963961,56.15053349886283
395.5078125,-79.24001834314817,27.68019862738464
397.94921875,-79.30814657606813,14.39754287448094
400.390625,-80.05572582663262,146.0833153230488
402.83203125,-80.17099603294625,34.85535921283276
405.2734375,-80.07382415579011,8.323684715410403
407.71484375,-79.76482850879897,5.362972356191508
410.15625,-79.23644593795403,11.03152816670606
412.59765625,-79.72198937667771,18.65569815192873
415.0390625,-80.34258009633731,17.08386370663401
417.48046875,-79.80383050396381,9.08918156140682
419.921875,-79.50425339337266,10.72482515611524
422.36328125,-80.08909573029626,9.146224585246356
424.8046875,-81.4759796335227,165.122781948965
427.24609375,-82.93281234897407,129.7939930605939
429.6875,-82.83084025077116,140.5502850505134
432.12890625,-81.62149080150628,27.8861093963436
434.5703125,-81.25855876437598,3.701847161314093
437.01171875,-81.10520429755897,178.0606758673013
439.453125,-81.40127373258338,128.4364886911658
441.89453125,-81.56662281731369,77.35603526760823
444.3359375,-80.32579394118827,70.74758531696318
446.77734375,-79.86647648566388,74.04152928512039
449.21875,-80.29475673894447,78.31622252286392
451.66015625,-81.3530069986148,88.26456565498719
454.1015625,-81.69069466557609,132.3967941928707
456.54296875,-80.45028280444535,86.30105392765232
458.984375,-79.73082759940263,108.3955099582592
461.42578125,-79.63319688316319,135.0443677200902
463.8671875,-79.46358416643976,152.7250202869353
466.30859375,-79.21685848728964,172.5140051884703
468.75,-78.47841172593681,8.659724728222292
471.19140625,-78.86698212079581,9.498555857830674
473.6328125,-79.53002289909259,3.940882431276025
476.07421875,-79.69908456321518,2.396141281016737
478.515625,-79.21546167157959,16.95980085377778
480.95703125,-79.09332727168611,52.72951896255964
483.3984375,-79.19488304524815,77.14341793393031
485.83984375,-79.16701593356547,91.69605973017866
488.28125,-79.36956379893468,109.3405709677109
490.72265625,-80.34016624518625,129.8929019265002
493.1640625,-80.96556886220255,47.72542520809795
495.60546875,-80.0989422832989,88.06724404110754
498.046875,-79.61864574207442,130.586305662066
500.48828125,-79.56076072028959,160.8249938750028
502.9296875,-79.75562972585494,147.7843443004921
505.37109375,-79.53514481047905,128.5513983569269
507.8125,-79.11534516712057,125.1453545961044
510.25390625,-78.81152600206339,124.1939312244163
512.6953125,-78.94052570331917,132.2133846746864
515.13671875,-79.08700325259134,150.7621849796664
517.578125,-78.79886685810416,167.9815299101912
520.01953125,-79.53863246199397,179.5469485674735
522.4609375,-80.82240281175289,11.0947612237427
524.90234375,-81.56350345139418,25.9179291230566
527.34375,-82.11021399764562,35.27215717546154
529.78515625,-80.94167698941924,116.5160960893291
532.2265625,-79.58303115122304,110.4619360041543
534.66796875,-79.9894678931842,90.69904105593089
537.109375,-80.77326549749736,80.41048420890822
539.55078125,-81.51715308123647,93.76546630277657
541.9921875,-80.89532792615303,116.714456603421
544.43359375,-81.01864940330213,129.9804363277719
546.875,-81.07907132631883,138.9725026359641
549.31640625,-79.87392788291766,120.3009575990713
551.7578125,-79.35686473666944,123.302284649063
554.19921875,-79.05106570733685,144.9765356455537
556.640625,-78.5830153697179,166.8749402712363
559.08203125,-78.74778676941945,176.7290869359469
561.5234375,-79.55233609589561,6.683204859268692
563.96484375,-79.66459497726152,0.2793640818502997
566.40625,-80.13360049595823,138.2581062851506
568.84765625,-80.67740150925184,103.5874335161783
571.2890625,-80.45304616385286,82.25604953869366
573.73046875,-79.83026989877165,66.02987025096063
576.171875,-80.18402710138817,33.94511160724328
578.61328125,-80.17850265848317,159.9837869621336
581.0546875,-79.7392377416473,146.3166924379671
583.49609375,-80.03658538245671,140.6563664618924
585.9375,-81.02178981127034,136.6217724351579
588.37890625,-80.43514446220857,117.9642639023331
590.8203125,-79.29656569750517,13.77921795751667
593.26171875,-78.74346170520703,172.484743372706
595.703125,-79.18523565929894,164.9770623897579
598.14453125,-80.14182171257067,162.3170794208152
600.5859375,-79.84090364489541,84.14825117338695
603.02734375,-79.10038652822233,92.06262965066691
605.46875,-79.653540029802,83.03018727569651
607.91015625,-80.58495978488409,67.34679274027445
610.3515625,-80.95685903005369,47.15489571731325
612.79296875,-80.28189741660675,19.9358856583234
615.234375,-79.76316343754829,170.7899825435155
617.67578125,-80.46741507040947,130.488612881753
620.1171875,-81.82933126795047,92.82473846061788
622.55859375,-82.00780250799745,78.88339593686096
625,-81.70633486173422,74.43635076174378
627.44140625,-80.61565934760409,71.78871136807837
629.8828125,-80.0738493959611,68.09246516176785
632.32421875,-79.77865825063434,65.04785890266555
634.765625,-79.52875891225793,65.22539713635894
637.20703125,-79.57273943561624,67.4745191454771
639.6484375,-80.2316827151155,77.09618218706176
642.08984375,-80.42244764881255,93.18594773257146
644.53125,-80.58918754768528,106.4152437227424
646.97265625,-80.8483345962637,121.7708771592176
649.4140625,-80.96061865907642,145.0762261673729
651.85546875,-80.83302076362175,160.8054631711309
654.296875,-80.98670590164444,169.3497871208379
656.73828125,-80.87164841871089,155.1637363880788
659.1796875,-80.61668510702756,82.73373543098067
661.62109375,-80.11951335185067,35.79592044961706
664.0625,-80.78379628812444,24.55393801048903
666.50390625,-80.67408625133541,13.44202958608655
668.9453125,-80.50699455681736,171.1163327596711
671.38671875,-80.2451557167397,145.5272885849402
673.828125,-80.69463319128162,132.2740394393603
676.26953125,-80.0542502860223,128.0832935984576
678.7109375,-79.59102928103388,122.169704990311
681.15234375,-79.58064003081439,111.4857671530493
683.59375,-79.93925565236304,100.9671611655722
686.03515625,-80.91233365624171,62.35582194974155
688.4765625,-80.87272578446894,172.9781841088315
690.91796875,-80.73545300787274,134.6522022748841
693.359375,-80.1394717357315,108.1190840939488
695.80078125,-79.84826694119876,96.69714598679053
698.2421875,-80.01202980558135,82.00491184531002
700.68359375,-79.82106156398223,74.28108016048756
703.125,-80.2145200103699,86.95054340436121
705.56640625,-80.5197584755702,111.687564295276
708.0078125,-80.45912726670964,135.9450946137194
710.44921875,-80.74544538920293,153.5401132841305
712.890625,-81.37540264848271,166.3494138919407
715.33203125,-81.30174581219244,164.6352186084395
717.7734375,-80.92686407174583,143.3204210336521
720.21484375,-80.61727672396246,94.3255927178253
722.65625,-80.7175777891884,52.65657538186866
725.09765625,-81.14004582915284,34.06999910160431
727.5390625,-81.31071441659029,33.15188603113896
729.98046875,-81.97423551879739,49.12834367255353
732.421875,-82.33747532282322,83.1090800104185
734.86328125,-80.66593543948697,141.4898165755789
737.3046875,-79.09546579500299,159.9200986832671
739.74609375,-79.18444281133357,171.1115092377843
742.1875,-79.78819557317253,172.5818798971359
744.62890625,-79.80486455816815,74.77367926629154
747.0703125,-79.31479317360538,65.59376552130588
749.51171875,-79.13820624294539,70.75725656767634
751.953125,-80.05447844675089,89.89427016615736
754.39453125,-80.8908411454893,128.9643158578037
756.8359375,-80.74533055793644,158.6080645828589
759.27734375,-80.16569766855135,171.9931957625409
761.71875,-79.91891938679366,174.9814684904499
764.16015625,-80.38936608067175,171.9834520292185
766.6015625,-80.0224565857074,168.5914201545533
769.04296875,-79.39737965375924,171.4585627561525
771.484375,-79.40368103131409,172.9864716856032
773.92578125,-79.66089254905673,165.985997395258
776.3671875,-80.43653676015708,158.2198558881754
778.80859375,-81.27993505354239,127.8121540288973
781.25,-81.28549957509614,59.04641896796103
783.69140625,-81.13818942737559,37.50968804704289
786.1328125,-81.50647698554606,36.06296595561534
788.57421875,-81.90796181483302,46.39100373627726
791.015625,-81.72004326494969,83.01847629400004
793.45703125,-81.24033264364655,175.8005191440008
795.8984375,-80.47857384390636,60.07606932385411
798.33984375,-79.95166357826763,75.59570338879551
800.78125,-79.82672110087745,70.29569226742541
803.22265625,-79.78432566086896,64.64856203411379
805.6640625,-80.03267115206543,51.65436466490608
808.10546875,-80.17740591793554,32.54884987697425
810.546875,-80.49512877644135,51.17361341856788
